Word,EV
noble,0.525
protective,0.525
competency,0.525
comrade,0.525
academic,0.525
assist,0.525
worthy,0.525
benefactor,0.525
credence,0.525
relationships,0.525
ordained,0.525
legal,0.525
lawful,0.525
durability,0.525
doctor,0.525
assure,0.525
establish,0.525
mamma,0.525
unity,0.525
conscientious,0.525
real,0.525
coexist,0.525
leading,0.525
teacher,0.525
physician,0.525
conscience,0.525
important,0.525
homage,0.525
legitimacy,0.525
deepest,0.525
endorse,0.525
authorize,0.525
convincing,0.525
authorization,0.55
assured,0.55
caretaker,0.55
regard,0.55
profound,0.55
evident,0.55
communication,0.55
professorship,0.55
beliefs,0.55
fireman,0.55
certify,0.55
accurate,0.55
approvement,0.55
believer,0.55
advice,0.55
commend,0.55
gospel,0.55
rational,0.55
constantly,0.55
haven,0.55
fundamental,0.55
bedrock,0.55
accord,0.55
surety,0.55
reassure,0.55
qualities,0.55
unimpeachable,0.55
corroborate,0.55
thoughtful,0.55
heroine,0.55
attentive,0.55
civilization,0.55
recommend,0.55
steward,0.55
purification,0.55
patron,0.55
considerate,0.55
babysitter,0.55
notary,0.55
awareness,0.55
vetted,0.55
definitive,0.55
officer,0.55
unquestionable,0.55
identify,0.55
nun,0.55
guarded,0.55
mainstay,0.55
unconditional,0.55
brave,0.55
experienced,0.55
witness,0.55
admiral,0.55
complimentary,0.55
fairly,0.55
strengthen,0.55
nurse,0.55
endowment,0.55
eminence,0.55
sage,0.55
openly,0.55
philanthropic,0.55
regent,0.55
substantiate,0.55
commendation,0.55
bylaw,0.55
designation,0.55
seniority,0.55
educational,0.55
rooted,0.55
mate,0.55
unfailing,0.55
monk,0.55
constitutional,0.55
compliance,0.55
attest,0.55
checklist,0.55
husbandry,0.55
tribe,0.55
delegate,0.55
helper,0.55
father,0.55
acclaim,0.55
testimony,0.55
collectively,0.55
sobriety,0.55
firmness,0.55
structural,0.55
impartiality,0.55
judge,0.55
shelter,0.55
coexisting,0.55
unquestioned,0.55
careful,0.55
professor,0.55
convinced,0.55
irrefutable,0.55
commandant,0.55
authoritative,0.55
philanthropist,0.55
upright,0.55
watchdog,0.55
apostle,0.55
volunteers,0.55
adhering,0.55
unquestionably,0.55
advise,0.55
consult,0.55
ordinance,0.55
modest,0.55
compass,0.55
guide,0.55
earned,0.55
pedigree,0.55
relative,0.55
principal,0.55
plausible,0.55
collaborator,0.55
connective,0.55
corroboration,0.55
insure,0.55
pilot,0.55
unequivocal,0.55
matron,0.55
fort,0.55
treasurer,0.55
apostolic,0.55
frankness,0.55
insight,0.55
admit,0.55
earn,0.55
strong,0.55
prize,0.55
vigorous,0.55
congregation,0.55
spotless,0.55
cohesion,0.55
curable,0.55
jury,0.55
pertinent,0.55
concordance,0.55
jurist,0.55
applaud,0.55
coach,0.55
precedence,0.55
inclusion,0.55
coalesce,0.55
veteran,0.55
privacy,0.55
influential,0.55
impartial,0.55
congruence,0.55
constant,0.55
intuition,0.55
defender,0.55
physicist,0.55
prevalent,0.55
eyewitness,0.55
durable,0.55
prudent,0.55
securities,0.55
govern,0.55
law,0.55
reinforcement,0.55
promises,0.55
provide,0.55
commanding,0.55
temperate,0.55
convent,0.55
heritage,0.55
registry,0.55
statement,0.55
forgive,0.55
ancestral,0.55
impenetrable,0.55
choices,0.55
tantamount,0.55
chronicle,0.55
ensemble,0.55
obedience,0.55
watchman,0.55
inimitable,0.55
architecture,0.55
stamina,0.55
relevant,0.55
reinforcements,0.55
proctor,0.55
immovable,0.55
define,0.55
uncensured,0.55
institute,0.55
obvious,0.55
admitting,0.55
deed,0.55
immunization,0.55
verily,0.55
dependent,0.55
answerable,0.55
school,0.55
terms,0.55
center,0.55
transcript,0.55
omniscient,0.55
seal,0.55
doubtless,0.55
sponsor,0.55
refuge,0.55
approbation,0.55
chaplain,0.55
laureate,0.55
countenance,0.55
benedictory,0.55
unbroken,0.55
correctness,0.55
ratify,0.55
commonwealth,0.55
account,0.55
unimpeached,0.55
taught,0.55
dictionary,0.55
ourselves,0.55
committee,0.55
fully,0.55
obstetrician,0.55
inform,0.55
association,0.55
credit,0.55
passwords,0.55
framework,0.55
nobleman,0.55
formative,0.55
measure,0.55
sentinel,0.55
minded,0.55
predominant,0.55
patronage,0.55
philosopher,0.55
diversity,0.55
virgin,0.55
policy,0.55
intact,0.55
custodian,0.55
automatic,0.55
constable,0.55
forgiving,0.55
tolerance,0.55
priest,0.55
enable,0.55
vouch,0.55
lieutenant,0.55
instruct,0.55
housewife,0.55
admissible,0.55
sovereign,0.55
related,0.55
infallibility,0.55
watchful,0.55
nerds,0.55
instruction,0.55
doctrine,0.55
timing,0.55
religions,0.55
optimist,0.55
apologetic,0.55
gateway,0.55
pontiff,0.55
indelible,0.55
personal,0.55
majesty,0.55
retain,0.55
info,0.55
backer,0.55
badge,0.55
guru,0.55
formality,0.55
contributor,0.55
laudatory,0.55
popularity,0.55
hosannah,0.55
attraction,0.55
efforts,0.55
privy,0.55
sheriff,0.55
chairman,0.55
judgement,0.55
harbor,0.55
umpire,0.55
constitute,0.55
proverbs,0.55
inevitable,0.55
spokesman,0.55
endow,0.55
fellow,0.55
moderator,0.55
colonel,0.55
referee,0.55
assembly,0.55
approbate,0.55
path,0.55
concord,0.55
countryman,0.55
ranger,0.55
depth,0.55
like,0.55
voucher,0.55
laudation,0.55
arbiter,0.55
purely,0.55
votive,0.55
counted,0.55
word,0.55
follow,0.55
sermon,0.55
consul,0.55
calculator,0.55
matter,0.55
parliament,0.55
sacrifice,0.55
putative,0.55
preponderance,0.55
landmark,0.55
mathematical,0.55
frank,0.55
signature,0.55
episcopal,0.55
recruits,0.55
tribune,0.55
author,0.55
effective,0.55
religion,0.55
flagship,0.55
capacity,0.55
associate,0.55
cashier,0.55
regal,0.55
tutelage,0.55
underwrite,0.55
uncritical,0.55
prefer,0.55
marshal,0.55
judicious,0.55
title,0.55
vicar,0.55
commission,0.55
lifestyle,0.55
aunt,0.55
attendant,0.55
trade,0.55
crucial,0.55
moorings,0.55
oblige,0.55
manage,0.55
magnetic,0.55
custody,0.55
necessarily,0.55
partake,0.55
courier,0.55
bank,0.55
patriarchal,0.55
eventually,0.55
commerce,0.55
contains,0.55
theological,0.55
socially,0.55
admitted,0.55
deputy,0.55
president,0.55
governor,0.55
synergistic,0.55
encomium,0.55
chart,0.55
perceive,0.55
insulation,0.55
eagle,0.55
exchange,0.55
journeyman,0.55
laud,0.55
level,0.55
chairwoman,0.55
tradesmen,0.55
asserting,0.55
negotiate,0.55
crew,0.55
dictum,0.55
theorem,0.55
sir,0.55
employ,0.55
usual,0.55
magnify,0.55
director,0.55
formula,0.55
chemist,0.55
chancellor,0.55
orthodoxy,0.55
lodging,0.55
handbook,0.55
matters,0.55
impart,0.55
statistical,0.55
indemnity,0.55
governess,0.55
butler,0.55
conformity,0.55
digit,0.55
comptroller,0.55
economy,0.55
conveyancing,0.55
arbitrator,0.55
emphasize,0.55
exhaustive,0.55
abbot,0.55
cabinet,0.55
merci,0.55
tandem,0.55
elect,0.55
encore,0.55
villager,0.55
base,0.55
persuade,0.55
lender,0.55
occupant,0.55
impressionable,0.55
elucidate,0.55
compact,0.55
neutrality,0.55
count,0.55
grit,0.55
differential,0.55
blanket,0.55
hail,0.55
deacon,0.55
sentry,0.55
bequest,0.55
disclosed,0.55
circle,0.55
grammar,0.55
estimable,0.55
maintenance,0.55
supplication,0.55
fixed,0.55
accountant,0.55
eulogize,0.55
easiest,0.55
dealings,0.55
axiom,0.55
enablement,0.55
trading,0.55
perennial,0.55
primer,0.55
truss,0.55
apprentice,0.55
forum,0.55
wonderstruck,0.55
probity,0.55
parish,0.55
antiseptic,0.55
assignee,0.55
reconsideration,0.55
intend,0.55
shopkeeper,0.55
commodore,0.55
fellas,0.55
routine,0.55
offering,0.55
specialize,0.55
gazette,0.55
cogent,0.55
deference,0.55
serve,0.55
leap,0.55
akin,0.55
amortization,0.55
consort,0.55
incline,0.55
synod,0.55
gate,0.55
conglomerate,0.55
reporter,0.55
trainer,0.55
athlete,0.55
privilege,0.55
transaction,0.55
radar,0.55
judged,0.55
legislator,0.55
dermatologist,0.55
executor,0.55
system,0.55
budget,0.55
sanction,0.55
reimbursement,0.55
extol,0.55
patrol,0.55
nation,0.55
linguist,0.55
abacus,0.55
gentry,0.55
clearance,0.55
paths,0.55
iron,0.55
ground,0.55
deluxe,0.55
clan,0.55
electorate,0.55
merchandise,0.55
favs,0.55
eulogy,0.55
explain,0.55
journalism,0.55
nest,0.55
parietal,0.55
pursue,0.55
popular,0.55
barter,0.55
depository,0.55
follower,0.55
surrogate,0.55
accounts,0.55
chandler,0.55
regardless,0.55
armory,0.55
messenger,0.55
recline,0.55
escort,0.55
stages,0.55
translation,0.55
eulogistic,0.55
intercession,0.55
usher,0.55
downright,0.55
horse,0.55
paean,0.55
homie,0.55
baggage,0.55
cube,0.55
label,0.55
plaudit,0.55
lean,0.55
culinary,0.55
bartender,0.55
crisp,0.55
faculty,0.55
gage,0.55
curfew,0.55
leaning,0.55
reparation,0.55
encomiastic,0.55
series,0.55
edited,0.55
someday,0.55
clapping,0.55
cover,0.55
adjust,0.55
personalities,0.55
assessor,0.55
differences,0.55
general,0.55
confederate,0.55
desires,0.55
cosmopolitan,0.575
manual,0.575
dogma,0.575
marine,0.575
nestle,0.575
garrison,0.575
throne,0.575
senate,0.575
bursary,0.575
knickers,0.575
collateral,0.575
bargain,0.575
magnet,0.575
swell,0.575
periodicity,0.575
microscope,0.575
fender,0.575
promo,0.575
mortgagee,0.575
eulogium,0.575
footing,0.575
stark,0.575
vulnerable,0.575
fade,0.575
maxim,0.575
suggest,0.575
banker,0.575
administrative,0.575
laser,0.575
show,0.575
fuse,0.575
poll,0.575
seals,0.575
font,0.575
axiomatic,0.575
holder,0.575
proviso,0.575
servant,0.575
dealt,0.575
petit,0.575
bounce,0.575
shoutout,0.575
estimation,0.575
lens,0.575
hairchalk,0.575
legislature,0.575
shoulder,0.575
repute,0.575
county,0.575
canons,0.575
gauging,0.575
swear,0.575
wear,0.575
struggles,0.575
youll,0.575
corporation,0.575
unofficial,0.575
proxy,0.575
fill,0.575
aksesoris,0.575
clerical,0.575
sib,0.575
pavement,0.575
girder,0.575
darkest,0.575
handgel,0.575
pill,0.575
gubernatorial,0.575
bruh,0.575
smith,0.575
imperfections,0.575
reseller,0.575
exception,0.575
actress,0.575
secret,0.575
thermometer,0.575
hairclip,0.575
pivot,0.575
flatter,0.575
pin,0.575
levee,0.575
congressman,0.575
mandarin,0.575
pith,0.575
divan,0.575
challenges,0.575
contagiously,0.575
shorty,0.575
machine,0.575
regrets,0.575
fisheye,0.575
sappy,0.575
chubby,0.575
jellylens,0.575
indent,0.575
autism,0.575
don,0.575
antifungal,0.575
truck,0.575
fashion,0.575
crumpled,0.575
puff,0.575
fabrication,0.575
rota,0.575
bureaucracy,0.575
flange,0.575
denial,0.575
merchant,0.575
burden,0.575
wot,0.575
gusset,0.575
alb,0.575
secrets,0.575
mag,0.575
faults,0.575
shyt,0.575
sceptical,0.575
flaws,0.575
envy,0.575
battles,0.575
undone,0.575
pawn,0.575
coax,0.575
disappointments,0.575
whstupp,0.575
deceiving,0.575
moat,0.575
erased,0.575
yuk,0.575
ehh,0.575
wack,0.575
insecurities,0.575
weaknesses,0.575
addict,0.575
mistakes,0.575
and,0.5
or,0.5
then,0.5
there,0.5
the,0.5
when,0.5
so,0.5
also,0.5
besides,0.5
furthermore,0.5
moreover,0.5
additionally,0.5
next,0.5
finally,0.5
now,0.5
subsequently,0.5
thereafter,0.5
first,0.5
second,0.5
finally,0.5
above,0.5
behind,0.5
below,0.5
nearby,0.5
like,0.5
but,0.5
conversely,0.5
however,0.5
still,0.5
nevertheless,0.5
finally,0.5
