STATE,RESIDENTIAL,GENDER,AGE,WEIGHT (kg),HEIGHT (cm),BMI (kg/m2),CLASS (BMI),POWER (cm),SPEED (sec),FLEXIBILITY (cm),COORDINATION (no.)
TERENGGANU,RURAL,F,7.1,23.7,122.1,15.9,NORMAL,105,4.87,27,3
TERENGGANU,URBAN,F,7,20.1,117,14.7,NORMAL,99,4.65,31,1
TERENGGANU,RURAL,F,7,19.07,116,14.2,NORMAL,86,4.38,26,5
TERENGGANU,RURAL,F,7,20.5,112,16.3,NORMAL,96,5.27,27,6
TERENGGANU,URBAN,F,7.1,25,127,15.5,NORMAL,100,5.35,26,5
TERENGGANU,URBAN,F,7,18.9,111.4,15.2,NORMAL,99,5,28,1
TERENGGANU,RURAL,F,7.1,23,115.6,17.2,NORMAL,86,5.3,27,6
TERENGGANU,URBAN,F,7,18.7,112,14.9,NORMAL,81,5.03,29,3
TERENGGANU,URBAN,F,7,18.7,112,14.9,NORMAL,81,5.03,29,3
TERENGGANU,RURAL,F,7.1,37.5,125,24,OBESITY,75,5.46,31,4
TERENGGANU,RURAL,F,7.1,19.8,117,14.5,NORMAL,77,5.58,28,7
TERENGGANU,URBAN,F,7.1,20,119,14.1,NORMAL,72,4.79,27,3
TERENGGANU,RURAL,F,7,19.9,117,14.5,NORMAL,74,5.09,32.5,1
TERENGGANU,URBAN,F,7,17.2,113,13.5,NORMAL,75,5.09,31,1
TERENGGANU,RURAL,F,7.1,17,119.5,11.9,THINNESS,100,6,23,6
TERENGGANU,RURAL,F,7,17.3,112,13.8,NORMAL,88,5.5,30.5,1
TERENGGANU,URBAN,F,7,30.6,124,19.9,OBESITY,79,5.17,24.5,5
TERENGGANU,URBAN,F,7,38,106,33.8,OBESITY,86,5,28,1
TERENGGANU,URBAN,F,7.1,22.5,116,16.7,NORMAL,87,5.44,24,5
TERENGGANU,URBAN,F,7.1,18.7,115,14.1,NORMAL,82,5.53,27,4
TERENGGANU,RURAL,F,7.1,20.3,110,16.8,NORMAL,78,4.73,24,2
TERENGGANU,RURAL,F,7,23.2,120,16.1,NORMAL,109,5.41,23,1
TERENGGANU,RURAL,F,7.1,15.2,106.5,13.4,NORMAL,100,5.54,22,3
TERENGGANU,URBAN,F,7,17.5,112.4,13.9,NORMAL,76,5.62,28,4
TERENGGANU,RURAL,F,7.1,18,117,13.1,NORMAL,76,5.21,29,1
TERENGGANU,RURAL,F,7.1,20.5,121,14,NORMAL,69,5.5,30,2
TERENGGANU,URBAN,F,7.1,23.4,119,16.5,NORMAL,61,5.95,31,3
TERENGGANU,URBAN,F,7,22.4,124,14.6,NORMAL,90,5.87,25,3
TERENGGANU,RURAL,F,7,17.3,112,13.8,NORMAL,89,5.78,24,2
TERENGGANU,RURAL,F,7.1,18,117,13.1,NORMAL,79,6.16,17,6
TERENGGANU,RURAL,F,7.1,19.1,114,14.7,NORMAL,84,5.72,27,1
TERENGGANU,RURAL,F,7.1,19,117,13.9,NORMAL,92,5.84,25,1
TERENGGANU,RURAL,F,7,19.9,117.2,14.5,NORMAL,83,5.23,9,1
TERENGGANU,URBAN,F,7.1,18.5,111.5,14.9,NORMAL,88,5.99,20.5,1
TERENGGANU,RURAL,F,7,17.05,113,13.4,NORMAL,75,5.5,22,1
TERENGGANU,RURAL,F,7,17.6,117,12.9,NORMAL,51,5.35,22.5,1
TERENGGANU,URBAN,F,7.1,16.5,111.4,13.3,NORMAL,57,6,26.5,1
TERENGGANU,RURAL,F,7.1,25,123,16.5,NORMAL,72,5.69,16,1
JOHOR,RURAL,M,7.1,32,118.5,22.8,OBESITY,102,4.23,38,5
JOHOR,URBAN,M,7,28.9,126,18.2,OVERWEIGHT,111,5,32,9
JOHOR,URBAN,M,7,23,121,15.7,NORMAL,134,4.75,29,6
JOHOR,RURAL,M,7,25,122.5,16.7,NORMAL,119,4.75,27.5,8
JOHOR,URBAN,M,7.1,22,120,15.3,NORMAL,117,4.23,20,10
JOHOR,URBAN,M,7.1,18.5,112,14.7,NORMAL,130,4.54,27,5
JOHOR,RURAL,M,7.1,22.98,121.8,15.5,NORMAL,145,4.54,28,3
JOHOR,URBAN,M,7,21,120,14.6,NORMAL,132,4.6,28,4
JOHOR,RURAL,M,7.1,26.5,127,16.4,NORMAL,102,4.35,25.5,9
JOHOR,URBAN,M,7.1,19.8,118,14.2,NORMAL,114,4.97,28.5,8
JOHOR,RURAL,M,7.1,18.5,111.8,14.8,NORMAL,130,4.92,27,7
JOHOR,RURAL,M,7,23,119,16.2,NORMAL,102,3.93,34,2
JOHOR,URBAN,M,7,20,121,13.7,NORMAL,105,4.52,30,5
JOHOR,URBAN,M,7,24,119,16.9,NORMAL,115,4.67,30,4
JOHOR,URBAN,M,7.1,22,123,14.5,NORMAL,115,4.75,26.5,7
JOHOR,RURAL,M,7.1,19.6,115,14.8,NORMAL,111,4.84,25.5,9
JOHOR,RURAL,M,7,20.6,115.3,15.5,NORMAL,115,4.75,23,9
JOHOR,RURAL,M,7,21,117,15.3,NORMAL,115,4.59,22,8
JOHOR,URBAN,M,7,18,118,12.9,THINNESS,107,4.42,24.5,7
JOHOR,URBAN,M,7.1,23,124,15,NORMAL,88,4.6,33,6
JOHOR,RURAL,M,7.1,22,117,16.1,NORMAL,138,5.4,37,3
JOHOR,URBAN,M,7,19.7,120,13.7,NORMAL,106,5.17,34.5,6
JOHOR,URBAN,M,7,19.6,118.5,14,NORMAL,108,5.48,30,9
JOHOR,RURAL,M,7.1,33.3,120.5,22.9,OBESITY,103,4.6,27,6
JOHOR,URBAN,M,7.1,30.7,124,20,OBESITY,119,5.1,33,3
JOHOR,URBAN,M,7.1,27,124,17.6,OVERWEIGHT,109,4.6,24,7
JOHOR,URBAN,M,7,21,122,14.1,NORMAL,112,4.23,26,3
JOHOR,URBAN,M,7.1,22.9,120.1,15.9,NORMAL,91,4,22.5,9
JOHOR,URBAN,M,7,21.8,116.9,16,NORMAL,84,4.35,28,7
JOHOR,URBAN,M,7.1,31.5,131,18.4,OVERWEIGHT,87,4.79,31,7
JOHOR,URBAN,M,7,24,117.5,17.4,OVERWEIGHT,125,4.77,29.5,1
JOHOR,URBAN,M,7,20.7,116,15.4,NORMAL,104,3.85,29,1
JOHOR,URBAN,M,7.1,21.3,124,13.9,NORMAL,109,4.54,18,8
JOHOR,URBAN,M,7,18,108.5,15.3,NORMAL,113,4.92,32.5,1
JOHOR,URBAN,M,7,18,114,13.9,NORMAL,112,4.75,27,4
JOHOR,RURAL,M,7,21,121,14.3,NORMAL,87,4.63,25.5,9
JOHOR,URBAN,M,7,20.9,116,15.5,NORMAL,95,4.93,26.5,9
JOHOR,URBAN,M,7.1,24,115,18.1,OVERWEIGHT,106,4.85,31.5,2
JOHOR,URBAN,M,7,25,124,16.3,NORMAL,125,4.76,26,2
JOHOR,RURAL,M,7.1,22,125.5,14,NORMAL,117,5.1,26,6
JOHOR,RURAL,M,7,19,117,13.9,NORMAL,108,4.87,26.5,5
JOHOR,RURAL,M,7,21,119,14.8,NORMAL,129,5,22,6
JOHOR,URBAN,M,7,17,112,13.6,NORMAL,113,4.82,29,1
JOHOR,URBAN,M,7.1,23,119,16.2,NORMAL,98,5,25,9
JOHOR,RURAL,M,7.1,23,118,16.5,NORMAL,95,4.85,24,9
JOHOR,RURAL,M,7.1,21,115,15.9,NORMAL,130,5.92,24,8
JOHOR,RURAL,M,7.1,28.6,127,17.7,OVERWEIGHT,93,4.84,25,8
JOHOR,RURAL,M,7.1,16,110,13.2,NORMAL,108,5.2,29,4
JOHOR,URBAN,M,7.1,26,120,18.1,OVERWEIGHT,107,5.39,35.5,2
JOHOR,URBAN,M,7,19,115,14.4,NORMAL,118,4.63,19,4
JOHOR,RURAL,M,7.1,32,108,27.4,OBESITY,102,5.75,29,7
JOHOR,URBAN,M,7,24,131,14,NORMAL,103,5.15,28,5
JOHOR,URBAN,M,7,41.3,126,26,OBESITY,78,4.67,33,2
JOHOR,URBAN,M,7,19.8,117,14.5,NORMAL,94,5.23,36.5,3
JOHOR,URBAN,M,7.1,20.5,119,14.5,NORMAL,120,4.75,25,1
JOHOR,URBAN,M,7.1,17,112,13.6,NORMAL,103,4.98,25.5,5
JOHOR,RURAL,M,7.1,24,125,15.4,NORMAL,96,4.25,19,5
JOHOR,URBAN,M,7.1,27,124,17.6,OVERWEIGHT,102,4.62,24.5,2
JOHOR,RURAL,M,7,25.8,122.5,17.2,OVERWEIGHT,96,5.13,20,10
JOHOR,RURAL,M,7,19,118,13.6,NORMAL,84,4.79,22,8
JOHOR,URBAN,M,7.1,24,117,17.5,OVERWEIGHT,100,5.62,27,6
JOHOR,URBAN,M,7.1,21.9,118,15.7,NORMAL,70,4.85,28,5
JOHOR,URBAN,M,7.1,20,116.5,14.7,NORMAL,108,4.79,25.5,1
JOHOR,URBAN,M,7,27.1,119,19.1,OBESITY,90,5.67,31,5
JOHOR,RURAL,M,7.1,17.5,113,13.7,NORMAL,96,4.79,14.5,7
JOHOR,URBAN,M,7,20,120,13.9,NORMAL,95,4.98,27.5,2
JOHOR,URBAN,M,7.1,20,118,14.4,NORMAL,101,4.6,23,1
JOHOR,URBAN,M,7.1,23,122,15.5,NORMAL,107,5.1,26.5,1
JOHOR,URBAN,M,7.1,32.2,117,23.5,OBESITY,79,4.73,30.5,1
JOHOR,RURAL,M,7.1,22.3,125,14.3,NORMAL,103,5.92,27,5
JOHOR,URBAN,M,7.1,43,126,27.1,OBESITY,82,5.06,25.5,6
JOHOR,RURAL,M,7.1,30.6,121.7,20.7,OBESITY,91,4.87,24,4
JOHOR,RURAL,M,7.1,37,122,24.9,OBESITY,101,5.75,30,1
JOHOR,URBAN,M,7,19.6,120.2,13.6,NORMAL,105,5.71,19,7
JOHOR,URBAN,M,7.1,19.3,114,14.9,NORMAL,98,5.31,28,1
JOHOR,RURAL,M,7.1,23.5,126,14.8,NORMAL,65,5.17,33,1
JOHOR,URBAN,M,7.1,37,127,22.9,OBESITY,116,6.73,26,1
JOHOR,URBAN,M,7,25,120.5,17.2,OVERWEIGHT,100,5.31,23.5,4
JOHOR,URBAN,M,7.1,20,115,15.1,NORMAL,102,5.25,19.5,5
JOHOR,URBAN,M,7.1,20,110.6,16.4,NORMAL,73,4.92,26.5,2
JOHOR,RURAL,M,7.1,32.7,120.5,22.5,OBESITY,68,4.98,26,3
JOHOR,RURAL,M,7.1,23.1,121,15.8,NORMAL,82,5.32,23.5,6
JOHOR,URBAN,M,7.1,21,125,13.4,NORMAL,108,5.54,25.5,1
JOHOR,URBAN,M,7.1,19,109,16,NORMAL,98,5.35,22,4
JOHOR,RURAL,M,7.1,19,117,13.9,NORMAL,93,5.1,22,3
JOHOR,RURAL,M,7.1,19.1,123,12.6,THINNESS,77,5.74,23.5,7
JOHOR,URBAN,M,7,22.4,119,15.8,NORMAL,91,5.79,27,2
JOHOR,URBAN,M,7,30,127,18.6,OVERWEIGHT,102,8.98,26,1
JOHOR,URBAN,M,7,22,120,15.3,NORMAL,70,5.01,20,5
JOHOR,RURAL,M,7.1,24.4,122,16.4,NORMAL,83,4.85,22,1
JOHOR,URBAN,M,7,25,117,18.3,OVERWEIGHT,115,5.4,17,1
JOHOR,RURAL,M,7.1,27,124.5,17.4,OVERWEIGHT,79,5.98,31,1
JOHOR,URBAN,M,7,23.8,123,15.7,NORMAL,87,5.6,25,3
JOHOR,URBAN,M,7,25.1,120,17.4,OVERWEIGHT,85,5.73,27.5,1
JOHOR,URBAN,M,7.1,22.6,122.5,15.1,NORMAL,81,5.09,25.5,1
JOHOR,URBAN,M,7,30,121,20.5,OBESITY,61,5.54,30,1
JOHOR,URBAN,M,7,21,122,14.1,NORMAL,85,5.17,17.5,4
JOHOR,URBAN,M,7,21.4,128,13.1,NORMAL,86,5.35,17.5,4
JOHOR,URBAN,M,7.1,22,113,17.2,OVERWEIGHT,92,5.35,23,1
JOHOR,URBAN,M,7.1,18.6,116.5,13.7,NORMAL,71,5.29,25,1
JOHOR,URBAN,M,7,33,132,18.9,OVERWEIGHT,100,6.96,15,2
JOHOR,RURAL,M,7,17,113,13.3,NORMAL,71,5.29,23,1
JOHOR,URBAN,M,7.1,25,128,15.3,NORMAL,84,5.09,18.5,1
JOHOR,RURAL,M,7.1,34.5,119,24.4,OBESITY,61,5.67,23,2
JOHOR,URBAN,M,7,25,118,18,OVERWEIGHT,79,5.1,16,1
JOHOR,URBAN,M,7,19.5,113,15.3,NORMAL,68,6.9,23,2
JOHOR,URBAN,M,7,36,133,20.4,OBESITY,75,5.95,17,1
JOHOR,RURAL,M,7,15,110,12.4,THINNESS,71,6.17,14.5,1
KEDAH,URBAN,M,7,19,117.5,13.8,NORMAL,117,4.78,28.5,9
KEDAH,RURAL,M,7.1,18,115,13.6,NORMAL,124,4.78,26,10
KEDAH,RURAL,M,7,18,113,14.1,NORMAL,115,4.4,35,3
KEDAH,URBAN,M,7.1,30,124,19.5,OBESITY,142,4.72,30.5,4
KEDAH,URBAN,M,7.1,21.5,116,16,NORMAL,127,4.75,39.5,2
KEDAH,URBAN,M,7,20,117,14.6,NORMAL,132,4.67,24,8
KEDAH,URBAN,M,7.1,20.5,117.2,14.9,NORMAL,96,4.51,27.5,9
KEDAH,URBAN,M,7.1,21,122,14.1,NORMAL,148,4.35,26,2
KEDAH,RURAL,M,7,22,118.8,15.6,NORMAL,113,4.67,34,3
KEDAH,RURAL,M,7,16.5,111,13.4,NORMAL,123,4.67,19.5,9
KEDAH,URBAN,M,7.1,17.1,112,13.6,NORMAL,116,4.41,27,4
KEDAH,URBAN,M,7.1,20,121,13.7,NORMAL,112,4.46,28,4
KEDAH,URBAN,M,7.1,23.02,124.3,14.9,NORMAL,99,4.72,26,10
KEDAH,URBAN,M,7.1,22,120.1,15.3,NORMAL,127,5.13,28.5,6
KEDAH,RURAL,M,7.1,11.05,113.5,8.6,SEVERE THINNESS,126,5.16,27.5,7
KEDAH,RURAL,M,7,28,130,16.6,NORMAL,128,4.66,21,7
KEDAH,RURAL,M,7,18.5,127.5,11.4,SEVERE THINNESS,118,4.55,27,3
KEDAH,RURAL,M,7,18,110,14.9,NORMAL,133,4.58,25,3
KEDAH,URBAN,M,7,16,118,11.5,SEVERE THINNESS,121,5.1,24,9
KEDAH,URBAN,M,7,24,119,16.9,NORMAL,106,5.03,27,9
KEDAH,RURAL,M,7,19,111,15.4,NORMAL,90,4.65,31.5,6
KEDAH,RURAL,M,7,21,118,15.1,NORMAL,125,4.61,22,6
KEDAH,RURAL,M,7,20,108,17.1,OVERWEIGHT,110,3.03,27,1
KEDAH,RURAL,M,7,22,122,14.8,NORMAL,123,4.51,22,5
KEDAH,RURAL,M,7,27,120,18.8,OVERWEIGHT,107,4.73,27.5,5
KEDAH,RURAL,M,7.1,23,120,16,NORMAL,98,4.4,24,7
KEDAH,RURAL,M,7,26.5,115.5,19.9,OBESITY,105,4.41,11,8
KEDAH,RURAL,M,7.1,17.35,118,12.5,THINNESS,113,4.67,29,1
KEDAH,RURAL,M,7.1,21.5,122,14.4,NORMAL,107,4.57,27,3
KEDAH,URBAN,M,7.1,18,115,13.6,NORMAL,94,4.65,30,4
KEDAH,URBAN,M,7.1,19.1,122,12.8,THINNESS,109,4.96,27,6
KEDAH,URBAN,M,7,20,120,13.9,NORMAL,107,5.1,26,8
KEDAH,URBAN,M,7.1,21,120.5,14.5,NORMAL,95,4.59,27,5
KEDAH,URBAN,M,7.1,17.4,117,12.7,THINNESS,95,4.67,21.5,9
KEDAH,URBAN,M,7.1,21.6,116,16.1,NORMAL,108,5.27,26,8
KEDAH,URBAN,M,7.1,27.5,125.5,17.5,OVERWEIGHT,98,4.83,27.5,5
KEDAH,RURAL,M,7.1,19,116,14.1,NORMAL,79,4.78,26,8
KEDAH,URBAN,M,7.1,20.75,116,15.4,NORMAL,110,4.68,26.5,1
KEDAH,URBAN,M,7.1,23.3,122,15.7,NORMAL,102,5.09,27.5,6
KEDAH,URBAN,M,7.1,22.5,106,20,OBESITY,90,5.06,33,4
KEDAH,RURAL,M,7.1,20,116,14.9,NORMAL,108,5.04,25,6
KEDAH,URBAN,M,7.1,23,116,17.1,OVERWEIGHT,105,4.51,22,4
KEDAH,URBAN,M,7.1,23,117.8,16.6,NORMAL,97,5.14,33,3
KEDAH,RURAL,M,7,18,114,13.9,NORMAL,113,4.58,22,2
KEDAH,RURAL,M,7.1,35,127,21.7,OBESITY,89,4.89,24,8
KEDAH,RURAL,M,7,20,118,14.4,NORMAL,102,5.54,24,9
KEDAH,URBAN,M,7.1,19.5,114.5,14.9,NORMAL,100,5.08,31,1
KEDAH,URBAN,M,7,22,113,17.2,OVERWEIGHT,104,4.88,25,4
KEDAH,URBAN,M,7.1,18,120,12.5,THINNESS,95,5.15,31,3
KEDAH,URBAN,M,7.1,20,121,13.7,NORMAL,109,4.85,23,4
KEDAH,URBAN,M,7,21,121,14.3,NORMAL,118,5.53,27,2
KEDAH,URBAN,M,7.1,18.5,113,14.5,NORMAL,103,5.18,31,1
KEDAH,URBAN,M,7.1,24,125,15.4,NORMAL,103,5.07,27.5,2
KEDAH,URBAN,M,7.1,16.5,111.5,13.3,NORMAL,96,5.75,35.5,2
KEDAH,RURAL,M,7.1,24,119,16.9,NORMAL,111,5.19,21,6
KEDAH,URBAN,M,7.1,23,116,17.1,OVERWEIGHT,103,4.73,25,1
KEDAH,RURAL,M,7,20.5,111,16.6,NORMAL,97,5,15.5,8
KEDAH,URBAN,M,7,14.6,101.7,14.1,NORMAL,102,6.01,23,8
KEDAH,RURAL,M,7.1,20.3,119.8,14.1,NORMAL,104,5.19,24,5
KEDAH,URBAN,M,7.1,17.4,119,12.3,THINNESS,95,4.87,20,6
KEDAH,URBAN,M,7,19,116,14.1,NORMAL,108,5.65,19,7
KEDAH,RURAL,M,7,15,108,12.9,THINNESS,81,4.8,28,1
KEDAH,RURAL,M,7,27.6,119,19.5,OBESITY,93,4.97,18.5,6
KEDAH,RURAL,M,7,25,104,23.1,OBESITY,72,5.47,24,8
KEDAH,RURAL,M,7.1,27,121,18.4,OVERWEIGHT,97,4.65,20,1
KEDAH,URBAN,M,7.1,22,116,16.3,NORMAL,92,4.94,24,2
KEDAH,URBAN,M,7,21,81,32,OBESITY,97,6,21,7
KEDAH,RURAL,M,7.1,17,112,13.6,NORMAL,77,5.61,31,1
KEDAH,RURAL,M,7.1,24,120,16.7,NORMAL,96,6.17,21,7
KEDAH,URBAN,M,7.1,17.5,115.5,13.1,THINNESS,100,5.16,24.5,1
KEDAH,URBAN,M,7,40,126,25.2,OBESITY,80,4.8,23.5,2
KEDAH,URBAN,M,7,27.7,126,17.4,OVERWEIGHT,84,4.83,23,1
KEDAH,RURAL,M,7.1,16.5,107.5,14.3,NORMAL,55,6.24,27.5,2
KEDAH,URBAN,M,7.1,18.7,110.5,15.3,NORMAL,91,5.13,19.5,2
KEDAH,RURAL,M,7,19,113,14.9,NORMAL,80,5.66,22,4
KEDAH,URBAN,M,7,20,119,14.1,NORMAL,60,6.13,24,1
KEDAH,RURAL,M,7.1,23.2,121.5,15.7,NORMAL,81,5.67,9,1
KELANTAN,URBAN,M,7,15,110,12.4,THINNESS,127,4.58,23,9
KELANTAN,RURAL,M,7,21,121,14.3,NORMAL,102,4.37,31.5,6
KELANTAN,RURAL,M,7,21,122.5,14,NORMAL,115,4.42,22.5,10
KELANTAN,RURAL,M,7,24,118.9,17,OVERWEIGHT,104,4.78,32,7
KELANTAN,URBAN,M,7,21,120,14.6,NORMAL,113,4.97,30,8
KELANTAN,RURAL,M,7,18,118,12.9,THINNESS,120,4.68,30,3
KELANTAN,RURAL,M,7.1,27.5,118.5,19.6,OBESITY,100,4.72,30.5,7
KELANTAN,RURAL,M,7,29.05,120.8,19.9,OBESITY,112,4.58,27.5,6
KELANTAN,RURAL,M,7.1,15.5,108.5,13.2,NORMAL,117,4.58,21,9
KELANTAN,RURAL,M,7.1,18,111,14.6,NORMAL,138,5.41,31,5
KELANTAN,RURAL,M,7.1,16.6,111,13.5,NORMAL,119,4.56,29.5,1
KELANTAN,URBAN,M,7,19.9,116,14.8,NORMAL,120,5,29.5,5
KELANTAN,URBAN,M,7,20,125,12.8,THINNESS,102,5.17,28.5,10
KELANTAN,URBAN,M,7.1,21.2,114,16.3,NORMAL,142,3.8,22,2
KELANTAN,URBAN,M,7,23,117.5,16.7,NORMAL,107,5.35,33,7
KELANTAN,URBAN,M,7.1,24,118,17.2,OVERWEIGHT,103,5.35,35,7
KELANTAN,RURAL,M,7.1,17.3,108,14.8,NORMAL,100,3.9,28,3
KELANTAN,RURAL,M,7.1,21.1,118.5,15,NORMAL,97,4.9,30,7
KELANTAN,URBAN,M,7,20,115,15.1,NORMAL,109,5.44,29.5,8
KELANTAN,RURAL,M,7,19.5,118,14,NORMAL,101,4.62,26,7
KELANTAN,URBAN,M,7.1,17,112,13.6,NORMAL,110,5.1,29.5,6
KELANTAN,URBAN,M,7.1,19,116.5,14,NORMAL,87,4.75,28,8
KELANTAN,URBAN,M,7,29,126,18.3,OVERWEIGHT,116,5.29,26,8
KELANTAN,RURAL,M,7.1,21,114,16.2,NORMAL,72,4.53,30,6
KELANTAN,RURAL,M,7.1,20,119,14.1,NORMAL,97,4.81,28,7
KELANTAN,RURAL,M,7.1,20,122,13.4,NORMAL,125,5.53,32.5,2
KELANTAN,URBAN,M,7.1,11,115,8.3,SEVERE THINNESS,114,5.6,26,9
KELANTAN,RURAL,M,7,23,118,16.5,NORMAL,94,4.7,30,4
KELANTAN,RURAL,M,7,17,113,13.3,NORMAL,127,4.79,23,4
KELANTAN,RURAL,M,7,20.5,122,13.8,NORMAL,99,5,30,5
KELANTAN,RURAL,M,7.1,18,109,15.2,NORMAL,97,5.19,28,8
KELANTAN,RURAL,M,7,25,130,14.8,NORMAL,91,4.5,27,4
KELANTAN,URBAN,M,7.1,19,114,14.6,NORMAL,110,4.44,22.5,3
KELANTAN,RURAL,M,7,19,119,13.4,NORMAL,102,5,22,9
KELANTAN,RURAL,M,7,19.5,120,13.5,NORMAL,65,4.82,27,8
KELANTAN,URBAN,M,7,20.3,118.3,14.5,NORMAL,115,4.85,26.5,1
KELANTAN,RURAL,M,7.1,18,115,13.6,NORMAL,91,4.1,25,3
KELANTAN,URBAN,M,7,21.2,116,15.8,NORMAL,109,5.02,25.5,5
KELANTAN,RURAL,M,7,20,120,13.9,NORMAL,102,5.42,30,5
KELANTAN,RURAL,M,7.1,20.5,118,14.7,NORMAL,105,4.53,22,4
KELANTAN,RURAL,M,7.1,16.05,113.2,12.5,THINNESS,122,7,28.5,3
KELANTAN,RURAL,M,7,25,114,19.2,OBESITY,115,4.51,22,1
KELANTAN,URBAN,M,7,19,117,13.9,NORMAL,108,10,34,1
KELANTAN,RURAL,M,7,19,114.5,14.5,NORMAL,71,5.78,30,8
KELANTAN,RURAL,M,7,27.3,119.5,19.1,OBESITY,89,5.4,30.5,5
KELANTAN,URBAN,M,7,17,115,12.9,THINNESS,112,5.09,17,6
KELANTAN,URBAN,M,7,16,108,13.7,NORMAL,87,4.5,20,5
KELANTAN,RURAL,M,7.1,20,119.5,14,NORMAL,100,5.03,26,3
KELANTAN,RURAL,M,7.1,18,109,15.2,NORMAL,104,5.4,26.5,4
KELANTAN,RURAL,M,7.1,15,109,12.6,THINNESS,82,5.21,26,7
KELANTAN,RURAL,M,7.1,20.6,120,14.3,NORMAL,111,5.44,28,1
KELANTAN,RURAL,M,7.1,22,140,11.2,SEVERE THINNESS,117,5,23,1
KELANTAN,URBAN,M,7.1,26.3,125.8,16.6,NORMAL,107,4.75,16,2
KELANTAN,RURAL,M,7.1,23,123,15.2,NORMAL,94,4.52,20,2
KELANTAN,RURAL,M,7.1,24,120,16.7,NORMAL,96,5.64,24,6
KELANTAN,URBAN,M,7,20,117,14.6,NORMAL,57,5.04,27,3
KELANTAN,RURAL,M,7.1,32.7,117.5,23.7,OBESITY,75,5.41,25.5,6
KELANTAN,RURAL,M,7.1,15,107,13.1,THINNESS,75,5.48,27,5
KELANTAN,URBAN,M,7.1,21.1,118,15.2,NORMAL,83,4.8,24,2
KELANTAN,RURAL,M,7.1,22,121,15,NORMAL,83,4.75,22,3
KELANTAN,URBAN,M,7,31,124,20.2,OBESITY,80,6,25,6
KELANTAN,URBAN,M,7.1,18.6,112.1,14.8,NORMAL,107,5.2,10.5,1
KELANTAN,RURAL,M,7.1,18.9,122,12.7,THINNESS,80,5.7,23,4
KELANTAN,RURAL,M,7.1,16.07,113.4,12.5,THINNESS,72,4.89,20.5,1
KELANTAN,URBAN,M,7.1,18.5,114,14.2,NORMAL,96,5.63,23,1
KELANTAN,RURAL,M,7.1,24.08,116.4,17.8,OVERWEIGHT,66,5.76,20,4
KELANTAN,RURAL,M,7,19.6,120,13.6,NORMAL,81,6.5,20,1
KUALA LUMPUR,URBAN,M,7.1,17.3,112,13.8,NORMAL,142,4.66,23,8
KUALA LUMPUR,URBAN,M,7.1,20.1,116.9,14.7,NORMAL,136,4,25,4
KUALA LUMPUR,URBAN,M,7.1,23.8,129,14.3,NORMAL,106,4.01,29.5,5
KUALA LUMPUR,URBAN,M,7.1,23.5,122.5,15.7,NORMAL,142,4.27,26,3
KUALA LUMPUR,URBAN,M,7,24,120,16.7,NORMAL,111,4.67,26.5,8
KUALA LUMPUR,URBAN,M,7,24,121.5,16.3,NORMAL,127,4.63,10,10
KUALA LUMPUR,URBAN,M,7,19,123,12.6,THINNESS,113,4.84,25,8
KUALA LUMPUR,URBAN,M,7.1,20,119.4,14,NORMAL,111,4.52,22.5,8
KUALA LUMPUR,URBAN,M,7.1,41.4,126.5,25.9,OBESITY,100,4.87,28.5,8
KUALA LUMPUR,URBAN,M,7.1,37.6,122,25.3,OBESITY,102,5.43,31.5,9
KUALA LUMPUR,URBAN,M,7.1,27.5,129.5,16.4,NORMAL,113,5.01,39,3
KUALA LUMPUR,URBAN,M,7.1,18.5,115,14,NORMAL,110,4.64,31.5,1
KUALA LUMPUR,URBAN,M,7.1,17.8,116,13.2,NORMAL,111,5.17,26,9
KUALA LUMPUR,URBAN,M,7.1,24.1,124,15.7,NORMAL,100,4.55,27.5,6
KUALA LUMPUR,URBAN,M,7.1,31.2,130,18.5,OVERWEIGHT,108,4.78,28.5,5
KUALA LUMPUR,URBAN,M,7.1,21.1,120,14.7,NORMAL,84,4.45,27,8
KUALA LUMPUR,URBAN,M,7.1,21.6,121,14.8,NORMAL,105,4.91,34.5,3
KUALA LUMPUR,URBAN,M,7.1,30,125,19.2,OBESITY,117,5.35,27,7
KUALA LUMPUR,URBAN,M,7.1,22.4,122,15,NORMAL,120,4,24.5,1
KUALA LUMPUR,URBAN,M,7.1,19,111,15.4,NORMAL,109,4.67,26,5
KUALA LUMPUR,URBAN,M,7,21,121,14.3,NORMAL,114,5.26,27,6
KUALA LUMPUR,URBAN,M,7,23.5,116.5,17.3,OVERWEIGHT,88,5,31,6
KUALA LUMPUR,URBAN,M,7.1,20.9,123.5,13.7,NORMAL,114,4.4,19,4
KUALA LUMPUR,URBAN,M,7,24.3,121,16.6,NORMAL,106,5.47,27.5,6
KUALA LUMPUR,URBAN,M,7,40,133,22.6,OBESITY,99,5.44,25,9
KUALA LUMPUR,URBAN,M,7.1,21.6,122,14.5,NORMAL,107,4.62,23,3
KUALA LUMPUR,URBAN,M,7,16.6,107.2,14.4,NORMAL,104,5.81,22,10
KUALA LUMPUR,URBAN,M,7.1,17.2,113,13.5,NORMAL,110,5.72,20,9
KUALA LUMPUR,URBAN,M,7.1,21,119,14.8,NORMAL,86,5.1,28.5,4
KUALA LUMPUR,URBAN,M,7,20.2,124.6,13,THINNESS,102,6.16,21,9
KUALA LUMPUR,URBAN,M,7.1,26.7,122,17.9,OVERWEIGHT,75,5,31.5,1
